# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-11-02 18:50:37 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
USGS	09398300	2019-01-08	6024	P
USGS	09398300	2019-01-09	6019	P
USGS	09398300	2019-01-10	6013	P
USGS	09398300	2019-01-11	6007	P
USGS	09398300	2019-01-12	6002	P
USGS	09398300	2019-01-13	6003	P
USGS	09398300	2019-01-14	6002	P
USGS	09398300	2019-01-15	6016	P
USGS	09398300	2019-01-16	6133	P
USGS	09398300	2019-01-17	6258	P
USGS	09398300	2019-01-18	6404	P
USGS	09398300	2019-01-19	6517	P
USGS	09398300	2019-01-20	6591	P
USGS	09398300	2019-01-21	6663	P
USGS	09398300	2019-01-22	6708	P
USGS	09398300	2019-01-23	6742	P
USGS	09398300	2019-01-24	6769	P
USGS	09398300	2019-01-25	6785	P
USGS	09398300	2019-01-26	6799	P
USGS	09398300	2019-01-27	6812	P
USGS	09398300	2019-01-28	6822	P
USGS	09398300	2019-01-29	6834	P
USGS	09398300	2019-01-30	6847	P
USGS	09398300	2019-01-31	6865	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-01 19:28:29 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at noon)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-02-01	6892	P
USGS	09398300	2019-02-02	6932	P
USGS	09398300	2019-02-03	9920	P
USGS	09398300	2019-02-04	11680	P
USGS	09398300	2019-02-05	12520	P
USGS	09398300	2019-02-06	12850	P
USGS	09398300	2019-02-07	13030	P
USGS	09398300	2019-02-08	13150	P
USGS	09398300	2019-02-09	13250	P
USGS	09398300	2019-02-10	13310	P
USGS	09398300	2019-02-11	13360	P
USGS	09398300	2019-02-12	13390	P
USGS	09398300	2019-02-13	13420	P
USGS	09398300	2019-02-14	14460	P
USGS	09398300	2019-02-15	15450	P
USGS	09398300	2019-02-16	15200	P
USGS	09398300	2019-02-17	15110	P
USGS	09398300	2019-02-18	15060	P
USGS	09398300	2019-02-19	15040	P
USGS	09398300	2019-02-20	15020	P
USGS	09398300	2019-02-21	14990	P
USGS	09398300	2019-02-22	14980	P
USGS	09398300	2019-02-23	14990	P
USGS	09398300	2019-02-24	14990	P
USGS	09398300	2019-02-25	14980	P
USGS	09398300	2019-02-26	14980	P
USGS	09398300	2019-02-27	14990	P
USGS	09398300	2019-02-28	15010	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-01 19:49:11 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at noon)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-03-01	15060	P
USGS	09398300	2019-03-02	15120	P
USGS	09398300	2019-03-03	15180	P
USGS	09398300	2019-03-04	15180	P
USGS	09398300	2019-03-05	15160	P
USGS	09398300	2019-03-06	15170	P
USGS	09398300	2019-03-07	15190	P
USGS	09398300	2019-03-08	15260	P
USGS	09398300	2019-03-09	15160	P
USGS	09398300	2019-03-10	15100	P
USGS	09398300	2019-03-11	15100	P
USGS	09398300	2019-03-12	15250	P
USGS	09398300	2019-03-13	15170	P
USGS	09398300	2019-03-14	15110	P
USGS	09398300	2019-03-15	15080	P
USGS	09398300	2019-03-16	15100	P
USGS	09398300	2019-03-17	15100	P
USGS	09398300	2019-03-18	15120	P
USGS	09398300	2019-03-19	15150	P
USGS	09398300	2019-03-20	15170	P
USGS	09398300	2019-03-21	15190	P
USGS	09398300	2019-03-22	15140	P
USGS	09398300	2019-03-23	15130	P
USGS	09398300	2019-03-24	15140	P
USGS	09398300	2019-03-25	15150	P
USGS	09398300	2019-03-26	15170	P
USGS	09398300	2019-03-27	15180	P
USGS	09398300	2019-03-28	15170	P
USGS	09398300	2019-03-29	15170	P
USGS	09398300	2019-03-30	15140	P
USGS	09398300	2019-03-31	15110	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-05-01 19:19:12 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-04-01	15150	P
USGS	09398300	2019-04-02	15140	P
USGS	09398300	2019-04-03	15140	P
USGS	09398300	2019-04-04	15130	P
USGS	09398300	2019-04-05	15120	P
USGS	09398300	2019-04-06	15110	P
USGS	09398300	2019-04-07	15100	P
USGS	09398300	2019-04-08	15100	P
USGS	09398300	2019-04-09	15100	P
USGS	09398300	2019-04-10	15100	P
USGS	09398300	2019-04-11	15080	P
USGS	09398300	2019-04-12	15070	P
USGS	09398300	2019-04-13	15060	P
USGS	09398300	2019-04-14	15050	P
USGS	09398300	2019-04-15	15050	P
USGS	09398300	2019-04-16	15040	P
USGS	09398300	2019-04-17	15050	P
USGS	09398300	2019-04-18	15040	P
USGS	09398300	2019-04-19	15030	P
USGS	09398300	2019-04-20	15030	P
USGS	09398300	2019-04-21	15020	P
USGS	09398300	2019-04-22	15010	P
USGS	09398300	2019-04-23	15000	P
USGS	09398300	2019-04-24	14990	P
USGS	09398300	2019-04-25	14990	P
USGS	09398300	2019-04-26	14970	P
USGS	09398300	2019-04-27	14960	P
USGS	09398300	2019-04-28	14940	P
USGS	09398300	2019-04-29	14940	P
USGS	09398300	2019-04-30	14930	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-06-03 19:16:09 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-05-01	14910	P
USGS	09398300	2019-05-02	14900	P
USGS	09398300	2019-05-03	14880	P
USGS	09398300	2019-05-04	14860	P
USGS	09398300	2019-05-05	14840	P
USGS	09398300	2019-05-06	14820	P
USGS	09398300	2019-05-07	14800	P
USGS	09398300	2019-05-08	14780	P
USGS	09398300	2019-05-09	14760	P
USGS	09398300	2019-05-10	14750	P
USGS	09398300	2019-05-11	14730	P
USGS	09398300	2019-05-12	14710	P
USGS	09398300	2019-05-13	14690	P
USGS	09398300	2019-05-14	14680	P
USGS	09398300	2019-05-15	14650	P
USGS	09398300	2019-05-16	14630	P
USGS	09398300	2019-05-17	14610	P
USGS	09398300	2019-05-18	14580	P
USGS	09398300	2019-05-19	14560	P
USGS	09398300	2019-05-20	14540	P
USGS	09398300	2019-05-21	14490	P
USGS	09398300	2019-05-22	14440	P
USGS	09398300	2019-05-23	14400	P
USGS	09398300	2019-05-24	14360	P
USGS	09398300	2019-05-25	14340	P
USGS	09398300	2019-05-26	14320	P
USGS	09398300	2019-05-27	14310	P
USGS	09398300	2019-05-28	14280	P
USGS	09398300	2019-05-29	14260	P
USGS	09398300	2019-05-30	14240	P
USGS	09398300	2019-05-31	14220	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-01 19:45:03 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-06-01	14180	P
USGS	09398300	2019-06-02	14130	P
USGS	09398300	2019-06-03	14080	P
USGS	09398300	2019-06-04	14030	P
USGS	09398300	2019-06-05	13990	P
USGS	09398300	2019-06-06	13940	P
USGS	09398300	2019-06-07	13890	P
USGS	09398300	2019-06-08	13840	P
USGS	09398300	2019-06-09	13790	P
USGS	09398300	2019-06-10	13740	P
USGS	09398300	2019-06-11	13690	P
USGS	09398300	2019-06-12	13640	P
USGS	09398300	2019-06-13	13600	P
USGS	09398300	2019-06-14	13550	P
USGS	09398300	2019-06-15	13530	P
USGS	09398300	2019-06-16	13510	P
USGS	09398300	2019-06-17	13490	P
USGS	09398300	2019-06-18	13470	P
USGS	09398300	2019-06-19	13450	P
USGS	09398300	2019-06-20	13430	P
USGS	09398300	2019-06-21	13400	P
USGS	09398300	2019-06-22	13350	P
USGS	09398300	2019-06-23	13300	P
USGS	09398300	2019-06-24	13260	P
USGS	09398300	2019-06-25	13210	P
USGS	09398300	2019-06-26	13160	P
USGS	09398300	2019-06-27	13110	P
USGS	09398300	2019-06-28	13040	P
USGS	09398300	2019-06-29	12970	P
USGS	09398300	2019-06-30	12900	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-08-01 14:55:20 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-07-01	12830	P
USGS	09398300	2019-07-02	12780	P
USGS	09398300	2019-07-03	12730	P
USGS	09398300	2019-07-04	12680	P
USGS	09398300	2019-07-05	12640	P
USGS	09398300	2019-07-06	12600	P
USGS	09398300	2019-07-07	12550	P
USGS	09398300	2019-07-08	12510	P
USGS	09398300	2019-07-09	12480	P
USGS	09398300	2019-07-10	12440	P
USGS	09398300	2019-07-11	12410	P
USGS	09398300	2019-07-12	12380	P
USGS	09398300	2019-07-13	12350	P
USGS	09398300	2019-07-14	12310	P
USGS	09398300	2019-07-15	12280	P
USGS	09398300	2019-07-16	12240	P
USGS	09398300	2019-07-17	12210	P
USGS	09398300	2019-07-18	12170	P
USGS	09398300	2019-07-19	12130	P
USGS	09398300	2019-07-20	12060	P
USGS	09398300	2019-07-21	12000	P
USGS	09398300	2019-07-22	11940	P
USGS	09398300	2019-07-23	11880	P
USGS	09398300	2019-07-24	11830	P
USGS	09398300	2019-07-25	11770	P
USGS	09398300	2019-07-26	11730	P
USGS	09398300	2019-07-27	11670	P
USGS	09398300	2019-07-28	11610	P
USGS	09398300	2019-07-29	11550	P
USGS	09398300	2019-07-30	11500	P
USGS	09398300	2019-07-31	11490	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-09-04 19:30:29 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-08-01	11490	P
USGS	09398300	2019-08-02	11480	P
USGS	09398300	2019-08-03	11470	P
USGS	09398300	2019-08-04	11450	P
USGS	09398300	2019-08-05	11440	P
USGS	09398300	2019-08-06	11410	P
USGS	09398300	2019-08-07	11360	P
USGS	09398300	2019-08-08	11300	P
USGS	09398300	2019-08-09	11250	P
USGS	09398300	2019-08-10	11190	P
USGS	09398300	2019-08-11	11140	P
USGS	09398300	2019-08-12	11080	P
USGS	09398300	2019-08-13	11020	P
USGS	09398300	2019-08-14	10960	P
USGS	09398300	2019-08-15	10900	P
USGS	09398300	2019-08-16	10840	P
USGS	09398300	2019-08-17	10780	P
USGS	09398300	2019-08-18	10730	P
USGS	09398300	2019-08-19	10670	P
USGS	09398300	2019-08-20	10610	P
USGS	09398300	2019-08-21	10560	P
USGS	09398300	2019-08-22	10500	P
USGS	09398300	2019-08-23	10450	P
USGS	09398300	2019-08-24	10400	P
USGS	09398300	2019-08-25	10350	P
USGS	09398300	2019-08-26	10290	P
USGS	09398300	2019-08-27	10240	P
USGS	09398300	2019-08-28	10190	P
USGS	09398300	2019-08-29	10140	P
USGS	09398300	2019-08-30	10080	P
USGS	09398300	2019-08-31	10030	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-04 19:00:47 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2019-09-01	9966	P
USGS	09398300	2019-09-02	9916	P
USGS	09398300	2019-09-03	9860	P
USGS	09398300	2019-09-04	9806	P
USGS	09398300	2019-09-05	9754	P
USGS	09398300	2019-09-06	9700	P
USGS	09398300	2019-09-07	9648	P
USGS	09398300	2019-09-08	9594	P
USGS	09398300	2019-09-09	9538	P
USGS	09398300	2019-09-10	9488	P
USGS	09398300	2019-09-11	9432	P
USGS	09398300	2019-09-12	9374	P
USGS	09398300	2019-09-13	9320	P
USGS	09398300	2019-09-14	9266	P
USGS	09398300	2019-09-15	9210	P
USGS	09398300	2019-09-16	9156	P
