#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR MTNRESCO: Mountain Home Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Mountain Home Reservoir (MTNRESCO) 
# Colorado  RESERVOIR Site - 8198 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:54:42 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1996,6417,6612,6764,6956,7096,6524,5405,3052,1785,1405,1442,1600
1997,1695,1953,1997,2279,2603,5116,9586,6991,5845,4724,4450,4644
1998,4895,4895,5057,5324,5910,10075,10008,6866,5376,4389,4370,4752
1999,4884,4968,5016,5157,5461,7798,9189,6616,4682,2470,2192,2180
2000,2384,2554,2739,3061,3867,5168,4172,2708,1135,865,1124,1293
2001,1445,1572,1817,2014,2619,5143,4506,1756,838,869,1021,1203
2002,1389,1535,1688,1780,1955,1991,1367,436,50,69,232,425
2003,555,720,885,1100,1436,2910,4443,2836,1367,1605,2001,2267
2004,2481,2685,2871,3212,3776,5932,5429,3015,1218,954,1193,1471
2005,1697,1938,2182,2447,3329,7901,10768,7476,2885,942,1417,1737
2006,1959,2144,2290,2502,2802,3028,2823,2298,1844,1609,1873,2040
2007,2181,2322,2423,2686,3655,8335,11743,8390,3922,2022,,
2008,,,,,,,,,,,1796,2020
2009,2236,2450,2611,2849,3382,6152,6994,3945,796,1146,1503,1791
2010,1954,2138,2307,2530,3220,4584,5390,3014,1006,1085,1316,1502
2011,1702,1863,2009,2161,2306,2484,2323,966,920,978,1169,1322
2012,1419,1506,1587,1744,2387,3932,4338,3008,1748,1600,1735,1837
2013,1913,1975,2071,2201,2267,2482,2418,1914,1615,1572,1777,1896
2014,1928,1977,2055,2164,2483,3580,4929,3688,2912,2310,2325,2361
2015,2442,2530,101,2858,2999,3661,5862,5539,3566,2545,2471,2649
2016,2800,0,3101,3289,3625,4278,6238,4430,3118,2986,3003,3149
2017,3317,3511,3720,4140,5100,8729,13849,12100,9374,8501,6858,8509
2018,8529,8559,8576,8516,8168,6609,4371,2214,425,,,
2019,,,329,675,1170,,,,,,,
